bmi_exomewide_16,bmi_exomewide_negative,bmi_exomewide_positive,epi25_dee_damaging_missense_bonferroni,epi25_dee_damaging_missense_fdr05,epi25_dee_ptv_bonferroni,epi25_dee_ptv_fdr05,epi25_epi_damaging_missense_bonferroni,epi25_epi_damaging_missense_fdr05,epi25_epi_ptv_bonferroni,epi25_epi_ptv_fdr05,epi25_gge_damaging_missense_bonferroni,epi25_gge_damaging_missense_fdr05,epi25_gge_ptv_fdr05,epi25_nafe_ptv_bonferroni,epi25_nafe_ptv_fdr05,height_207_gene_p,height_singleton_plof,height_singleton_plof_negative,height_singleton_plof_positive,legacy_ddg2p_all,legacy_ddg2p_confident,legacy_fu_asd185,legacy_fu_asd72,legacy_fu_dd309,legacy_fu_dd477,legacy_fu_ndd373,legacy_fu_ndd664,legacy_satterstrom102,legacy_schema_fdr05,legacy_schema_sig,legacy_sfari_all,legacy_sfari_hc,legacy_sfari_score1,legacy_sfari_score12,panelapp_epilepsy_all,panelapp_epilepsy_green,panelapp_intellectual_disability_all,panelapp_intellectual_disability_green,schema_2022_exomewide_10,schema_phase2_2026-04-23_bonferroni,schema_phase2_2026-04-23_fdr05,schema_phase2_2026-05-07_bonferroni,schema_phase2_2026-05-07_fdr05,schema_phase2_2026-05-26_bonferroni,schema_phase2_2026-05-26_fdr05,schema_phase2_2026-07-15_bonferroni,schema_phase2_2026-07-15_fdr05,schema_phase2_2026-08-07_bonferroni,schema_phase2_2026-08-07_fdr05,schema_phase2_2026-08-21_bonferroni,schema_phase2_2026-08-21_fdr05,sfari_all_scored,sfari_score_1,sfari_score_2,sfari_score_3,sfari_syndromic
,,,,,,,,,,,,,,,,,,,,SYNE1,,,,,,,,,,,,,,,,,SAMD9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,SYNGAP1,,,,,,,,,,,,,,,,,SAMD9L,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,SYP,,,,,,,,,,,,,,,,,SAMHD1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,SYT1,,,,,,,,,,,,,,,,,SARS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,SYT2,,,,,,,,,,,,,,,,,SARS2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,SZT2,,,,,,,,,,,,,,,,,SATB1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAB2,,,,,,,,,,,,,,,,,SATB2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAC3,,,,,,,,,,,,,,,,,SBDS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TACO1,,,,,,,,,,,,,,,,,SBF1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TACR3,,,,,,,,,,,,,,,,,SBF2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAF1,,,,,,,,,,,,,,,,,SC5D,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAF13,,,,,,,,,,,,,,,,,SCAF4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAF1C,,,,,,,,,,,,,,,,,SCAMP5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAF2,,,,,,,,,,,,,,,,,SCAPER,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAF4,,,,,,,,,,,,,,,,,SCARB2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAF8,,,,,,,,,,,,,,,,,SCARF2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAFAZZIN,,,,,,,,,,,,,,,,,SCN11A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TANC2,,,,,,,,,,,,,,,,,SCN1A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TANGO2,,,,,,,,,,,,,,,,,SCN1B,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAOK1,,,,,,,,,,,,,,,,,SCN2A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAPT1,,,,,,,,,,,,,,,,,SCN3A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TARS1,,,,,,,,,,,,,,,,,SCN4A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TASP1,,,,,,,,,,,,,,,,,SCN8A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TAT,,,,,,,,,,,,,,,,,SCN9A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBC1D20,,,,,,,,,,,,,,,,,SCNM1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBC1D23,,,,,,,,,,,,,,,,,SCO1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBC1D24,,,,,,,,,,,,,,,,,SCO2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBC1D2B,,,,,,,,,,,,,,,,,SCRIB,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBC1D32,,,,,,,,,,,,,,,,,SCYL1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBCD,,,,,,,,,,,,,,,,,SDCCAG8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBCE,,,,,,,,,,,,,,,,,SDHA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBCK,,,,,,,,,,,,,,,,,SDHAF1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBL1XR1,,,,,,,,,,,,,,,,,SEC23B,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBR1,,,,,,,,,,,,,,,,,SEC31A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX1,,,,,,,,,,,,,,,,,SEL1L,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX15,,,,,,,,,,,,,,,,,SELENOI,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX18,,,,,,,,,,,,,,,,,SEMA3E,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX20,,,,,,,,,,,,,,,,,SEMA6B,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX22,,,,,,,,,,,,,,,,,SEPHS1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX3,,,,,,,,,,,,,,,,,SEPSECS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX4,,,,,,,,,,,,,,,,,SERAC1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBX5,,,,,,,,,,,,,,,,,SET,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TBXAS1,,,,,,,,,,,,,,,,,SETBP1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCEAL1,,,,,,,,,,,,,,,,,SETD1A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCF12,,,,,,,,,,,,,,,,,SETD1B,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCF20,,,,,,,,,,,,,,,,,SETD2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCF4,,,,,,,,,,,,,,,,,SETD5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCF7L2,,,,,,,,,,,,,,,,,SETDB2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCN2,,,,,,,,,,,,,,,,,SETX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCOF1,,,,,,,,,,,,,,,,,SF1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCP1,,,,,,,,,,,,,,,,,SF3B1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCTN1,,,,,,,,,,,,,,,,,SF3B4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCTN2,,,,,,,,,,,,,,,,,SFXN4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TCTN3,,,,,,,,,,,,,,,,,SGCA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TDP2,,,,,,,,,,,,,,,,,SGCE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TDRD7,,,,,,,,,,,,,,,,,SGPL1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TECPR2,,,,,,,,,,,,,,,,,SGSH,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TEDC1,,,,,,,,,,,,,,,,,SGSM3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TEK,,,,,,,,,,,,,,,,,SH3PXD2B,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TELO2,,,,,,,,,,,,,,,,,SH3TC2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TERC,,,,,,,,,,,,,,,,,SHANK1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TERT,,,,,,,,,,,,,,,,,SHANK2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TET3,,,,,,,,,,,,,,,,,SHANK3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TFAP2A,,,,,,,,,,,,,,,,,SHH,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TFAP2B,,,,,,,,,,,,,,,,,SHMT2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TFE3,,,,,,,,,,,,,,,,,SHOC2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TFRC,,,,,,,,,,,,,,,,,SHOX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGDS,,,,,,,,,,,,,,,,,SHQ1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGFB1,,,,,,,,,,,,,,,,,SHROOM2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGFB2,,,,,,,,,,,,,,,,,SHROOM4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGFB3,,,,,,,,,,,,,,,,,SIAH1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGFBR1,,,,,,,,,,,,,,,,,SIGMAR1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGFBR2,,,,,,,,,,,,,,,,,SIK1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TGIF1,,,,,,,,,,,,,,,,,SIL1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TH,,,,,,,,,,,,,,,,,SIN3A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,THAP1,,,,,,,,,,,,,,,,,SIN3B,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,THG1L,,,,,,,,,,,,,,,,,SIX1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,THOC2,,,,,,,,,,,,,,,,,SIX3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,THOC6,,,,,,,,,,,,,,,,,SIX5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,THRA,,,,,,,,,,,,,,,,,SKI,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,THUMPD1,,,,,,,,,,,,,,,,,SKIV2L,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TIMM8A,,,,,,,,,,,,,,,,,SKOR2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TINF2,,,,,,,,,,,,,,,,,SLC12A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TK2,,,,,,,,,,,,,,,,,SLC12A5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TKFC,,,,,,,,,,,,,,,,,SLC12A6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TKT,,,,,,,,,,,,,,,,,SLC12A9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TLK2,,,,,,,,,,,,,,,,,SLC13A5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TLL1,,,,,,,,,,,,,,,,,SLC16A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TM2D3,,,,,,,,,,,,,,,,,SLC17A5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TM4SF20,,,,,,,,,,,,,,,,,SLC19A3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMCO1,,,,,,,,,,,,,,,,,SLC1A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM106B,,,,,,,,,,,,,,,,,SLC1A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM114,,,,,,,,,,,,,,,,,SLC1A4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM126B,,,,,,,,,,,,,,,,,SLC20A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM135,,,,,,,,,,,,,,,,,SLC22A5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM147,,,,,,,,,,,,,,,,,SLC25A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM163,,,,,,,,,,,,,,,,,SLC25A12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM165,,,,,,,,,,,,,,,,,SLC25A13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM184B,,,,,,,,,,,,,,,,,SLC25A15,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM216,,,,,,,,,,,,,,,,,SLC25A19,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM218,,,,,,,,,,,,,,,,,SLC25A20,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM222,,,,,,,,,,,,,,,,,SLC25A22,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM237,,,,,,,,,,,,,,,,,SLC25A24,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM240,,,,,,,,,,,,,,,,,SLC25A26,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM260,,,,,,,,,,,,,,,,,SLC25A38,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM63A,,,,,,,,,,,,,,,,,SLC25A53,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM63B,,,,,,,,,,,,,,,,,SLC25A6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM63C,,,,,,,,,,,,,,,,,SLC26A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM67,,,,,,,,,,,,,,,,,SLC26A9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM70,,,,,,,,,,,,,,,,,SLC27A4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMEM94,,,,,,,,,,,,,,,,,SLC2A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMPRSS6,,,,,,,,,,,,,,,,,SLC2A10,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMTC3,,,,,,,,,,,,,,,,,SLC2A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TMX2,,,,,,,,,,,,,,,,,SLC30A9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TNFRSF13B,,,,,,,,,,,,,,,,,SLC31A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TNNT3,,,,,,,,,,,,,,,,,SLC32A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TNPO2,,,,,,,,,,,,,,,,,SLC33A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TNRC6B,,,,,,,,,,,,,,,,,SLC35A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TOE1,,,,,,,,,,,,,,,,,SLC35A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TOGARAM1,,,,,,,,,,,,,,,,,SLC35A3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TONSL,,,,,,,,,,,,,,,,,SLC35B2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TOP3A,,,,,,,,,,,,,,,,,SLC35C1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TOR1A,,,,,,,,,,,,,,,,,SLC35D1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TP53RK,,,,,,,,,,,,,,,,,SLC35F1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TP63,,,,,,,,,,,,,,,,,SLC38A3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TP73,,,,,,,,,,,,,,,,,SLC39A13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TPM2,,,,,,,,,,,,,,,,,SLC39A14,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TPM3,,,,,,,,,,,,,,,,,SLC39A8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TPP1,,,,,,,,,,,,,,,,,SLC45A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TPP2,,,,,,,,,,,,,,,,,SLC46A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TPRKB,,,,,,,,,,,,,,,,,SLC4A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRA2B,,,,,,,,,,,,,,,,,SLC4A10,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAF7,,,,,,,,,,,,,,,,,SLC4A11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAIP,,,,,,,,,,,,,,,,,SLC4A4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC10,,,,,,,,,,,,,,,,,SLC52A3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC11,,,,,,,,,,,,,,,,,SLC5A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC12,,,,,,,,,,,,,,,,,SLC5A5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC2,,,,,,,,,,,,,,,,,SLC5A6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC2L,,,,,,,,,,,,,,,,,SLC5A7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC4,,,,,,,,,,,,,,,,,SLC6A1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC6B,,,,,,,,,,,,,,,,,SLC6A17,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRAPPC9,,,,,,,,,,,,,,,,,SLC6A19,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TREX1,,,,,,,,,,,,,,,,,SLC6A3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIM32,,,,,,,,,,,,,,,,,SLC6A4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIM37,,,,,,,,,,,,,,,,,SLC6A5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIM71,,,,,,,,,,,,,,,,,SLC6A8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIM8,,,,,,,,,,,,,,,,,SLC6A9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIO,,,,,,,,,,,,,,,,,SLC7A7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIP11,,,,,,,,,,,,,,,,,SLC9A6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIP12,,,,,,,,,,,,,,,,,SLC9A7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIP13,,,,,,,,,,,,,,,,,SLC9A9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIP4,,,,,,,,,,,,,,,,,SLITRK2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRIT1,,,,,,,,,,,,,,,,,SLX4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRMT1,,,,,,,,,,,,,,,,,SMAD3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRMT10A,,,,,,,,,,,,,,,,,SMAD4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRMT10C,,,,,,,,,,,,,,,,,SMARCA1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRNT1,,,,,,,,,,,,,,,,,SMARCA2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPC5,,,,,,,,,,,,,,,,,SMARCA4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPM1,,,,,,,,,,,,,,,,,SMARCA5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPM3,,,,,,,,,,,,,,,,,SMARCAL1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPS1,,,,,,,,,,,,,,,,,SMARCB1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPV3,,,,,,,,,,,,,,,,,SMARCC1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPV4,,,,,,,,,,,,,,,,,SMARCC2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRPV6,,,,,,,,,,,,,,,,,SMARCD1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TRRAP,,,,,,,,,,,,,,,,,SMARCD2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSC1,,,,,,,,,,,,,,,,,SMARCD3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSC2,,,,,,,,,,,,,,,,,SMARCE1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSEN15,,,,,,,,,,,,,,,,,SMC1A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSEN2,,,,,,,,,,,,,,,,,SMC3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSEN34,,,,,,,,,,,,,,,,,SMCHD1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSEN54,,,,,,,,,,,,,,,,,SMG8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSHB,,,,,,,,,,,,,,,,,SMG9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSHR,,,,,,,,,,,,,,,,,SMO,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSHZ1,,,,,,,,,,,,,,,,,SMOC1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSPAN7,,,,,,,,,,,,,,,,,SMPD1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TSPEAR,,,,,,,,,,,,,,,,,SMPD4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTC12,,,,,,,,,,,,,,,,,SMS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTC19,,,,,,,,,,,,,,,,,SNAP25,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTC5,,,,,,,,,,,,,,,,,SNAP29,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTC7A,,,,,,,,,,,,,,,,,SNCA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTC8,,,,,,,,,,,,,,,,,SNF8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTI1,,,,,,,,,,,,,,,,,SNIP1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTI2,,,,,,,,,,,,,,,,,SNORD118,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TTN,,,,,,,,,,,,,,,,,SNRPB,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBA1A,,,,,,,,,,,,,,,,,SNTG1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBA8,,,,,,,,,,,,,,,,,SNW1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBB,,,,,,,,,,,,,,,,,SNX14,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBB2A,,,,,,,,,,,,,,,,,SNX27,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBB2B,,,,,,,,,,,,,,,,,SNX3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBB3,,,,,,,,,,,,,,,,,SOBP,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBB4A,,,,,,,,,,,,,,,,,SOD1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBG1,,,,,,,,,,,,,,,,,SON,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBGCP2,,,,,,,,,,,,,,,,,SOS1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBGCP4,,,,,,,,,,,,,,,,,SOS2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUBGCP6,,,,,,,,,,,,,,,,,SOX10,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TUFM,,,,,,,,,,,,,,,,,SOX11,,,,,,,,,,,,,,,,,,,
